醫事機構名稱,機構縣市,機構地址,電話區域號碼,電話號碼,特約類別,型態別,醫事機構種類,門牌號碼,村里,X,Y
四季台安醫院,高雄市,高雄市三民區聯興路１５７號，聯興路１４５巷１號１－３樓,7,3983000,3,2,A,高雄市三民區灣興里1鄰聯興路145巷1號,灣興里,179474.462,2506697.419
柯偉恭診所,高雄市,高雄市新興區民族二路１０２－９號一樓,7,2261359,4,7,A,高雄市新興區順昌里7鄰民族二路102之9號,順昌里,179484.831,2503963.913
胡益揚耳鼻喉科診所,高雄市,高雄市三民區聯興路１３１號１樓,7,3926383,4,7,A,高雄市三民區灣興里1鄰聯興路131號,灣興里,179494.198,2506665.117
光大眼科診所,高雄市,高雄市橋頭區仕隆里成功南路２２７號,7,6118766,4,7,A,高雄市橋頭區仕隆里19鄰成功南路227號,仕隆里,179496.734,2516842.302
劉志明耳鼻喉科診所,高雄市,高雄市前鎮區一心一路４８２號,7,3363311,4,7,A,高雄市前鎮區興東里12鄰一心一路482號,興東里,179499.203,2501250.838
祐康復健科診所,高雄市,高雄市三民區聯興路１１７號１－２樓,7,3929899,4,7,A,高雄市三民區灣興里1鄰聯興路117號,灣興里,179501.34,2506629.671
靜和醫院,高雄市,高雄市新興區民族二路１７８號,7,2229612,3,4,A,高雄市新興區順昌里1鄰民族二路178號,順昌里,179501.434,2504157.919
邱弘璨皮膚科診所,高雄市,高雄市新興區六合路１８３號２樓,7,2225085,4,7,A,高雄市新興區文昌里5鄰六合路183號,文昌里,179506.329,2503688.906
吳昆哲婦產小兒科醫院,高雄市,高雄市前鎮區興東里民權二路４３０號,7,3319611,3,2,A,高雄市前鎮區興東里9鄰民權二路430號,興東里,179516.152,2501490.81
亨明眼科診所,高雄市,高雄市新興區文昌里六合路１７９號,7,2257588,4,7,A,高雄市新興區文昌里5鄰六合路179號,文昌里,179520.731,2503694.906
和平小兒科內科診所,高雄市,高雄市楠梓區加昌路２４１號,7,3634534,4,7,A,高雄市楠梓區錦屏里3鄰加昌路241號,錦屏里,179521.136,2513568.183
蕭志文醫院,高雄市,高雄市新興區七賢一路１０２號,7,2243199,3,2,A,高雄市新興區順昌里9鄰七賢一路102號,順昌里,179521.233,2503911.913
明法眼科診所,高雄市,高雄市新興區信守街１０９號,7,2249046,4,7,A,高雄市新興區文昌里2鄰信守街109號,文昌里,179530.03,2503612.904
謝前亮診所,高雄市,高雄市新興區六合路１６７號１樓,7,2259763,4,7,A,高雄市新興區文昌里5鄰六合路167號,文昌里,179548.833,2503690.906
劉精神科診所,高雄市,高雄市三民區博惠里建國一路５０４號,7,2229450,4,7,A,高雄市三民區博惠里2鄰建國一路504號,博惠里,179549.839,2504228.921
凱馨診所,高雄市,高雄市苓雅區苓雅一路２５號１樓,7,7527128,4,7,A,高雄市苓雅區林富里13鄰苓雅一路25號,林富里,179574.72,2502632.72
林正宗診所,高雄市,高雄市前鎮區一心一路４０４號,7,3303615,4,7,A,高雄市前鎮區興東里15鄰一心一路404號,興東里,179574.807,2501213.836
睛華眼科診所,高雄市,高雄市左營區自由四路１８５號１．２．３樓,7,3503939,4,7,A,高雄市左營區福山里6鄰自由四路185號,福山里,179575.029,2509381.774
大和診所,高雄市,高雄市苓雅區光華一路１４８之９９號,7,2295666,4,7,A,高雄市苓雅區中正里10鄰光華一路148之99號,中正里,179576.728,2503079.889
高銘骨外科診所,高雄市,高雄市左營區自由四路１８７號１．２樓,7,3413686,4,7,A,高雄市左營區福山里6鄰自由四路187號,福山里,179578.522,2509385.901
源德診所,臺南市,臺南市新營區好平里新進路二段６８號,6,6331338,4,7,A,臺南市新營區永平里17鄰新進路二段68號,永平里,179579.64,2577750.759
泰順聯合診所,高雄市,高雄市苓雅區光華一路１４８－９５號,7,2241595,4,7,A,高雄市苓雅區中正里10鄰光華一路148之95號,中正里,179585.228,2503056.887
張鎰基耳鼻喉科診所,高雄市,高雄市苓雅區尚義里尚禮街３號,7,2236575,4,7,A,高雄市苓雅區尚義里12鄰尚禮街3號,尚義里,179592.687,2503378.122
宇田耳鼻喉科診所,高雄市,高雄市三民區明誠二路２０號１Ｆ,7,3485317-8,4,7,A,高雄市三民區鼎泰里4鄰明誠二路20號,鼎泰里,179592.738,2506806.642
親親診所,高雄市,高雄市前鎮區一心一路402號,7,3391078,4,7,A,高雄市前鎮區興東里14鄰一心一路402號,興東里,179594.41,2501205.836
佑欣診所,高雄市,高雄市新興區六合路１３８號１樓,7,2238779,4,7,A,高雄市新興區文昌里11鄰六合路138號,文昌里,179599.236,2503733.907
黃小兒科診所,高雄市,高雄市苓雅區學源街４１號,7,3345482,4,7,A,高雄市苓雅區普天里11鄰學源街41號,普天里,179613.821,2502249.865
三民診所,高雄市,高雄市三民區灣中里民族一路２２６號,7,3827249,4,7,A,高雄市三民區灣中里14鄰民族一路226號,灣中里,179613.905,2505512.939
維明眼科診所,高雄市,高雄市前鎮區一心一路４００號,7,3363846,4,7,A,高雄市前鎮區興東里14鄰一心一路400號,興東里,179614.41,2501197.836
蘇？民耳鼻喉科診所,高雄市,高雄市左營區文自路８４２號１樓,7,3507990,4,7,A,高雄市左營區福山里35鄰文自路842號,福山里,179632.692,2509492.469
懷德內科診所,臺南市,臺南市新營區健康路６９號,6,6591711,4,7,A,臺南市新營區三仙里7鄰健康路69號,三仙里,179639.29,2579101.89
醫世代眼科診所,高雄市,高雄市三民區明誠二路６號．８號１樓,7,3506900,4,7,A,高雄市三民區鼎泰里4鄰明誠二路6號,鼎泰里,179639.769,2506789.841
德恩內科診所,高雄市,高雄市三民區灣復里民族一路３９０號１－３樓,7,3958282,4,7,A,高雄市三民區灣復里18鄰民族一路390號,灣復里,179647.641,2505997.049
青欣診所,高雄市,高雄市新興區中正二路２１２號１樓,7,2254800,4,7,A,高雄市新興區文昌里6鄰中正二路212號,文昌里,179653.429,2503559.899
陳世琛小兒科診所,高雄市,高雄市苓雅區青年一路１－１８號１樓,7,7235923,4,7,A,高雄市苓雅區中正里15鄰青年一路1之18號,中正里,179663.932,2502845.882
維新復健科診所,高雄市,高雄市苓雅區四維二路３３１號,7,3329655,4,7,A,高雄市苓雅區普天里1鄰四維二路331號,普天里,179668.253,2502453.46
姚清華皮膚科診所,高雄市,高雄市前鎮區三多二路４２９號１樓,7,5377624,4,7,A,高雄市前鎮區忠孝里6鄰三多二路429號,忠孝里,179669.753,2502089.62
吳玉？小兒科診所,高雄市,高雄市苓雅區青年一路１－１７號一樓,7,7234526,4,7,A,高雄市苓雅區中正里15鄰青年一路1之17號,中正里,179670.333,2502850.882
福山診所,高雄市,高雄市左營區重愛路２１８號１樓,7,3482323,4,7,A,高雄市左營區福山里58鄰重愛路218號,福山里,179678.106,2509631.071
黃泌尿科診所,高雄市,高雄市前鎮區三多二路４２３號１樓,7,3331390,4,7,A,高雄市前鎮區忠孝里1鄰三多二路423號,忠孝里,179690.075,2502100.257
嘉祐耳鼻喉科診所,高雄市,高雄市前鎮區一心一路３８８號１樓,7,3318012,4,7,A,高雄市前鎮區興東里13鄰一心一路388號,興東里,179690.616,2501158.56
顏內小兒科診所,臺南市,臺南市新營區民權里民權路８２號,6,6320209,4,7,A,臺南市新營區民權里7鄰民權路82號,民權里,179693.239,2578396.97
永康診所,高雄市,高雄市苓雅區光華一路１４５號,7,5352200,4,7,A,高雄市苓雅區林富里1鄰光華一路145號,林富里,179695.432,2502599.873
佳祈皮膚科診所,高雄市,高雄市苓雅區青年一路６－２號,7,2254623,4,7,A,高雄市苓雅區中正里14鄰青年一路6之2號,中正里,179707.435,2502910.882
博馨內科診所,臺南市,臺南市新營區民權路５６號,6,6376102,4,7,A,臺南市新營區民權里3鄰民權路56號,民權里,179720.12,2578250.669
陳明源眼科診所,臺南市,臺南市新營區民權路５６之１號,6,6327575,4,7,A,臺南市新營區民權里3鄰民權路56號之1,民權里,179721.25,2578255.149
元新眼科診所,高雄市,高雄市三民區民族一路５２１號一樓,7,3480255,4,7,A,高雄市三民區鼎泰里58鄰民族一路521號,鼎泰里,179726.102,2507373.16
謝兆唐診所,臺南市,臺南市新營區民治路６０之２號,6,6377070,4,7,A,臺南市新營區忠政里3鄰民治路60之2號,忠政里,179738.829,2578859.08
吳婦產科診所,臺南市,臺南市新營區延平里長春街２７號,6,6324771,4,7,A,臺南市新營區永平里9鄰長春街27號,永平里,179740.39,2577898.359
德興外科診所,臺南市,臺南市新營區民權里民權路３８－２號,6,6351186,4,7,A,臺南市新營區民權里1鄰民權路38號之2,民權里,179740.399,2578154.279
泰合復健科診所,高雄市,高雄市三民區民族一路７０２號１-２樓,7,3465599,4,7,A,高雄市三民區鼎泰里63鄰民族一路702號,鼎泰里,179740.726,2507129.634
沈士穎小兒科診所,臺南市,臺南市新營區南興里延平路１２２之６號,6,6350477,4,7,A,臺南市新營區南興里1鄰延平路122之6號,南興里,179744.64,2577526.74
吳信宏耳鼻喉科小兒科診所,高雄市,高雄市前鎮區三多二路４０１號,7,3334258,4,7,A,高雄市前鎮區復國里1鄰三多二路401號,復國里,179751.541,2502121.72
黃鴻志耳鼻喉科診所,臺南市,臺南市新營區三民路９１號,6,6356466,4,7,A,臺南市新營區民權里7鄰三民路91號,民權里,179753.64,2578429.919
惠生婦產科診所,臺南市,臺南市新營區民權路３０－１號,6,6331230,4,7,A,臺南市新營區民權里16鄰民權路30號之1,民權里,179754.299,2578092.189
蔡瑞頒診所,臺南市,臺南市柳營區光福里成功街２１０號,6,6224466,4,7,A,臺南市柳營區光福里5鄰成功街210號,光福里,179756.45,2575302.72
常德婦產科診所,臺南市,臺南市新營區延平路１１１號　,6,6322222,4,7,A,臺南市新營區興業里16鄰延平路111號,興業里,179769.239,2577563.81
雲上太陽心寧診所,高雄市,高雄市苓雅區光華一路８１號１樓,7,3389160,4,7,A,高雄市苓雅區普天里23鄰光華一路81號,普天里,179769.687,2502381.992
周秋雄小兒科內科診所,高雄市,高雄市三民區正興里建工路７１１號,7,3822343,4,7,A,高雄市三民區正興里4鄰建工路711號,正興里,179771.668,2505431.953
興中聯合診所,高雄市,高雄市三民區安吉里九如一路９５０號,7,3867535,4,7,A,高雄市三民區安吉里23鄰九如一路950號,安吉里,179774.54,2504624.43
恩欣小兒科診所,高雄市,高雄市左營區自由四路３２４號１樓,7,3451966,4,7,A,高雄市左營區福山里13鄰自由四路324號,福山里,179778.212,2509555.068
大川耳鼻喉科診所,臺南市,臺南市新營區延平里延平路９９號,6,6337700,4,7,A,臺南市新營區興業里14鄰延平路99號,興業里,179779.679,2577665.64
登原診所,臺南市,臺南市新營區延平里延平路３６號,6,6322337,4,7,A,臺南市新營區永平里9鄰延平路36號,永平里,179781.6,2577846.379
黃勝一婦產科家醫科診所,高雄市,高雄市前鎮區三多二路３８９號,7,3340585,4,7,A,高雄市前鎮區復國里1鄰三多二路389號,復國里,179784.351,2502131.828
邱坤興皮膚科診所,高雄市,高雄市三民區明誠一路８２８號８３０號１樓，２樓,7,3483437,4,7,A,高雄市三民區鼎泰里7鄰明誠一路828號,鼎泰里,179785.06,2506793.098
鼎山診所,高雄市,高雄市三民區鼎山街５９８號１樓,7,3824296,4,7,A,高雄市三民區灣復里14鄰鼎山街598號,灣復里,179798.174,2505772.961
許耕豪復健科診所,高雄市,高雄市三民區灣中里應昇路26號1-2樓,7,3869808,4,7,A,高雄市三民區灣中里1鄰應昇路26號,灣中里,179800.692,2505550.043
王勇智耳鼻喉科診所,高雄市,高雄市苓雅區四維二路２４７號,7,7253460,4,7,A,高雄市苓雅區林中里21鄰四維二路247號,林中里,179803.94,2502538.872
許健聰診所,高雄市,高雄市苓雅區和平一路２８０號,7,2254639,4,7,A,高雄市苓雅區安祥里21鄰和平一路280號,安祥里,179808.453,2503812.907
小貝貝小兒科診所,高雄市,高雄市苓雅區普天里光華一路２５號,7,3383099,4,7,A,高雄市苓雅區普天里22鄰光華一路25號,普天里,179818.437,2502246.864
建和耳鼻喉科診所,高雄市,高雄市三民區港新里建國一路４１３－２號,7,2231828,4,7,A,高雄市三民區港新里4鄰建國一路413之2號,港新里,179822.73,2503948.95
大福診所,高雄市,高雄市前鎮區光華二路１５９號,7,3317601,4,7,A,高雄市前鎮區興東里7鄰光華二路159號,興東里,179824.296,2501439.08
僾彼高榮育仁診所,高雄市,高雄市三民區九如一路８９６號１-２樓,7,3891080,4,7,A,高雄市三民區安吉里23鄰九如一路896號,安吉里,179839.04,2504625.319
喬安婦產科診所,高雄市,高雄市三民區民族一路８７０號１–３樓,7,3493693,4,7,A,高雄市三民區鼎泰里1鄰民族一路870號,鼎泰里,179840.14,2507671.129
正薪醫院,高雄市,高雄市前鎮區一心一路233號1-3樓,7,9705335,3,2,A,高雄市前鎮區竹南里6鄰一心一路233號,竹南里,179842.622,2501022.958
家佳診所,高雄市,高雄市新興區和平一路１９３號一、二樓,7,2234383,4,7,A,高雄市新興區文昌里10鄰和平一路193號,文昌里,179852.954,2503559.899
民族醫院,高雄市,高雄市三民區民族一路８８０號,7,3462802,3,3,A,高雄市三民區鼎力里2鄰民族一路880號,鼎力里,179860.299,2507742.017
佳恩診所,高雄市,高雄市三民區正興里建元路３０號１樓,7,3862228,4,7,A,高雄市三民區正興里36鄰建元路30號,正興里,179862.16,2505360.969
蔡茂隆診所,高雄市,高雄市前鎮區光華二路４３７號,7,3303736,4,7,A,高雄市前鎮區復國里17鄰光華二路437號,復國里,179866.579,2502117.572
長安小兒科診所,臺南市,臺南市新營區中山路２２７號,6,6330608,4,7,A,臺南市新營區永平里5鄰中山路227號,永平里,179876.91,2577972.71
徐貴勝診所,高雄市,高雄市苓雅區六合路５２號,7,2240668,4,7,A,高雄市苓雅區安祥里5鄰六合路52號,安祥里,179878.758,2503725.904
蔣小兒科診所,高雄市,高雄市苓雅區安祥里泰順街６４號,7,2220838,4,7,A,高雄市苓雅區安祥里24鄰泰順街64號,安祥里,179884.157,2503628.901
安田婦產科診所,高雄市,高雄市苓雅區林興里三多二路３５３號,7,7255167,4,7,A,高雄市苓雅區林興里1鄰三多二路353號,林興里,179896.242,2502169.861
今日外科診所,高雄市,高雄市三民區港新里建國一路３９１號,7,2238275,4,7,A,高雄市三民區港新里4鄰建國一路391號,港新里,179901.261,2503921.91
高鳳診所,高雄市,高雄市三民區灣中街３２８號一樓,7,3865481,4,7,A,高雄市三民區灣中里1鄰灣中街328號,灣中里,179901.579,2505684.958
黃子秋內科診所,高雄市,高雄市三民區建工路８００號一樓,7,3869260,4,7,A,高雄市三民區灣中里25鄰建工路800號,灣中里,179924.079,2505509.953
海慧診所,高雄市,高雄市三民區延慶街９９號１樓,7,3929985,4,7,A,高雄市三民區安發里3鄰延慶街99號,安發里,179930.306,2504841.825
蔡仁正診所,高雄市,高雄市三民區天祥一路２００號１樓,7,3597493,4,7,A,高雄市三民區鼎力里3鄰天祥一路200號,鼎力里,179932.299,2507688.835
新高醫院,高雄市,高雄市三民區莊敬路２８８號１-９樓,7,3828814,3,2,A,高雄市三民區灣中里21鄰莊敬路288號,灣中里,179932.883,2505686.958
黃建國小兒科診所,高雄市,高雄市苓雅區三多二路３３７號,7,7114176,4,7,A,高雄市苓雅區林興里1鄰三多二路337號,林興里,179933.56,2502179.109
劉外科泌尿科診所,臺南市,臺南市新營區永生里中山路１９５－２號,6,6325789,4,7,A,臺南市新營區永平里5鄰中山路195號之2,永平里,179933.76,2578013.799
國聖診所,高雄市,高雄市左營區文慈路１５０號１樓,7,3506203,4,7,A,高雄市左營區福山里3鄰文慈路150號,福山里,179934.72,2509213.058
崇光眼科診所,高雄市,高雄市三民區灣中街３０８號１-２樓,7,3821155,4,7,A,高雄市三民區灣中里21鄰灣中街308號,灣中里,179965.185,2505650.958
莘雅皮膚科診所,高雄市,高雄市苓雅區三多二路３１７號１．２樓,7,7250147,4,7,A,高雄市苓雅區林興里1鄰三多二路317號,林興里,179973.348,2502188.861
磐石診所,高雄市,高雄市三民區明誠一路７１０號１樓,7,3100969,4,7,A,高雄市三民區鼎泰里6鄰明誠一路710號,鼎泰里,179974.866,2506818.455
儲昭仁耳鼻喉科診所,高雄市,高雄市三民區九如一路８５４號１樓,7,3890470,4,7,A,高雄市三民區安發里13鄰九如一路854號,安發里,179977.374,2504606.927
信望愛復健科診所,高雄市,高雄市三民區明誠一路５８３號１樓２樓,7,5561129,4,7,A,高雄市三民區灣愛里18鄰明誠一路583號,灣愛里,179998.149,2506774.58
黃英峰耳鼻喉科診所,高雄市,高雄市三民區明誠一路６９２號一樓,7,3103439,4,7,A,高雄市三民區鼎泰里6鄰明誠一路692號,鼎泰里,180006.633,2506817.348
育成眼科診所,高雄市,高雄市苓雅區三多二路２９９號,7,7718988,4,7,A,高雄市苓雅區林興里1鄰三多二路299號,林興里,180006.951,2502198.861
周吉男內兒科診所,高雄市,高雄市苓雅區光華里廣西路１３８號,7,7510652,4,7,A,高雄市苓雅區光華里8鄰廣西路138號,光華里,180011.647,2501881.852
大慶耳鼻喉科診所,高雄市,高雄市三民區天祥一路１４６號１樓,7,3596393,4,7,A,高雄市三民區鼎力里3鄰天祥一路146號,鼎力里,180044.111,2507660.012
胡榿小兒科診所,高雄市,高雄市三民區安發里九如一路８２０號１Ｆ,7,3827356,4,7,A,高雄市三民區安發里13鄰九如一路820號,安發里,180054.679,2504597.927
范雅修小兒科診所,高雄市,高雄市三民區延慶街３９號１樓,7,3876366,4,7,A,高雄市三民區安發里3鄰延慶街39號,安發里,180054.883,2504834.933
蘇良榮眼科診所,高雄市,高雄市苓雅區四維二路９４之１９號(１、２樓),7,7216767,4,7,A,高雄市苓雅區林泉里6鄰四維二路94之19號,林泉里,180055.159,2502664.873
宇安診所,高雄市,高雄市苓雅區四維二路９４之１８號(１樓),7,7511779,4,7,A,高雄市苓雅區林泉里6鄰四維二路94之18號,林泉里,180059.359,2502665.873
佑鎮診所,高雄市,高雄市前鎮區樹人路１２８號,7,8121606,4,7,A,高雄市前鎮區平等里11鄰樹人路128號,平等里,180065.62,2498919.768
鄭立華小兒科診所,臺南市,臺南市新營區忠政里中正路２０５號,6,6353391,4,7,A,臺南市新營區忠政里18鄰中正路205號,忠政里,180066.899,2579714.189
蔡小兒科診所,高雄市,高雄市苓雅區林泉里林泉街１９號,7,7238382,4,7,A,高雄市苓雅區林泉里3鄰林泉街19號,林泉里,180074.562,2502742.875
吳國松心臟科診所,高雄市,高雄市苓雅區三多二路２８３號,7,7614892,4,7,A,高雄市苓雅區林興里20鄰三多二路283號,林興里,180081.456,2502222.861
陳津甫耳鼻喉科診所,高雄市,高雄市三民區正興里正興路１６７號,7,3805686,4,7,A,高雄市三民區正興里35鄰正興路167號,正興里,180082.69,2505338.947
王錦澤診所,高雄市,高雄市三民區鼎中里鼎中路３５６號１樓,7,3472987,4,7,A,高雄市三民區鼎中里17鄰鼎中路356號,鼎中里,180087.413,2507462.007
名家皮膚科診所,臺南市,臺南市新營區三民路７６－１２號１樓,6,6377899,4,7,A,臺南市新營區大宏里5鄰三民路76之12號,大宏里,180090.929,2578483.52
麗安皮膚科診所（麗安名家皮膚科聯合診所）,臺南市,臺南市新營區三民路７６－１２號,6,6377899,4,7,A,臺南市新營區大宏里5鄰三民路76之12號,大宏里,180090.929,2578483.52
文學診所,高雄市,高雄市左營區華夏路１７６５號１樓,7,3457336,4,7,A,高雄市左營區福山里54鄰華夏路1765號,福山里,180092.276,2509965.473
祐笙診所,高雄市,高雄市三民區鼎中路３９６號１樓,7,3105978,4,7,A,高雄市三民區鼎中里18鄰鼎中路396號,鼎中里,180100.666,2507546.953
吉星小兒科診所,高雄市,高雄市三民區天祥一路１３５－１號１樓,7,3487936,4,7,A,高雄市三民區鼎中里18鄰天祥一路135之1號,鼎中里,180126.033,2507592.689
新興醫療社團法人新興醫院,臺南市,臺南市新營區中興路１０號,6,6330011,3,2,A,臺南市新營區永平里3鄰中興路10號,永平里,180126.42,2578073.12
蔣季融小兒科診所,高雄市,高雄市三民區灣中里建興路５４３號一樓,7,3953680,4,7,A,高雄市三民區灣中里24鄰建興路543號,灣中里,180129.744,2505588.227
鼎真診所,高雄市,高雄市三民區金鼎路３２５號１樓,7,3103130,4,7,A,高雄市三民區鼎中里13鄰金鼎路325號,鼎中里,180137.041,2507324.118
蘇景賢診所,高雄市,高雄市三民區建工路５７５號１樓,7,3821450,4,7,A,高雄市三民區正興里6鄰建工路575號,正興里,180139.595,2505505.952
進明眼科診所,高雄市,高雄市三民區九如一路８０７號一樓二樓,7,3981199,4,7,A,高雄市三民區安發里18鄰九如一路807號,安發里,180153.38,2504534.919
林俊谷診所,高雄市,高雄市左營區福山里民族一路１０２８-１９號１樓,7,3100155,4,7,A,高雄市左營區福山里20鄰民族一路1028之19號,福山里,180155.831,2509381.097
心晴診所,高雄市,高雄市左營區民族一路１０３２號１樓,7,3463099,4,7,A,高雄市左營區福山里67鄰民族一路1032號,福山里,180162.114,2509422.191
晨田耳鼻喉科診所,高雄市,高雄市左營區榮佑路４１號１樓,7,3508893,4,7,A,高雄市左營區福山里63鄰榮佑路41號,福山里,180194.266,2509197.504
楊明仁診所,高雄市,高雄市苓雅區憲政路２５８之１、２５８之２號(１樓),7,2232223,4,7,A,高雄市苓雅區民主里19鄰憲政路258之1號,民主里,180194.964,2504227.816
陳外科診所,臺南市,臺南市官田區隆田里文化街４２－１號,6,5793804,4,7,A,臺南市官田區隆田里6鄰文化街42號之1,隆田里,180195.649,2565899.2
興聖診所,高雄市,高雄市三民區建工路６９６－１號１－３樓,7,3868367,4,7,A,高雄市三民區灣中里8鄰建工路696之1號,灣中里,180206.277,2505566.603
江一鳴骨科診所,高雄市,高雄市三民區建工路６９６－１號１－３樓,7,3868367,4,7,A,高雄市三民區灣中里8鄰建工路696之1號,灣中里,180206.277,2505566.603
林佳豪耳鼻喉科診所,高雄市,高雄市三民區鼎中路６３９號１樓,7,3595038,4,7,A,高雄市三民區鼎力里21鄰鼎中路639號,鼎力里,180222.003,2508141.194
張芝明診所,高雄市,高雄市三民區鼎中路６３９號１樓,7,3457336,4,7,A,高雄市三民區鼎力里21鄰鼎中路639號,鼎力里,180222.003,2508141.194
陳柏宏皮膚科診所,高雄市,高雄市三民區建工路５５３號１-２樓,7,3822020,4,7,A,高雄市三民區正順里14鄰建工路553號,正順里,180225.002,2505520.952
國峰眼科診所,高雄市,高雄市三民區正順里建興路４０６號,7,3808618,4,7,A,高雄市三民區正順里16鄰建興路406號,正順里,180250.404,2505466.95
大益診所,高雄市,高雄市苓雅區同慶路６０號１，２樓,7,2231670,4,7,A,高雄市苓雅區同慶里4鄰同慶路60號,同慶里,180251.29,2503232.37
心樂診所,高雄市,高雄市左營區榮佑路９號１樓、夾層,7,3421968,4,7,A,高雄市左營區福山里63鄰榮佑路9號,福山里,180259.994,2509189.009
榮輝外科診所,臺南市,臺南市新營區中營里中山路１２４號,6,6321376,4,7,A,臺南市新營區中營里3鄰中山路124號,中營里,180261.37,2578239.25
慈恩診所,臺南市,臺南市新營區民族路７５號,6,6373229,4,7,A,臺南市新營區王公里3鄰民族路75號,王公里,180289.95,2579032.39
財團法人台灣省私立臺南仁愛之家附設精神療養院,臺南市,臺南市新化區中山路２０號,6,5902336,3,4,A,臺南市新化區護國里10鄰中山路20號,護國里,180289.959,2550103.25
鼎康骨科診所,高雄市,高雄市三民區鼎山街２５６－３號１－２樓,7,3925432,4,7,A,高雄市三民區灣愛里27鄰鼎山街256之3號,灣愛里,180292.543,2506743.475
劉春田內兒科診所,高雄市,高雄市苓雅區五權街１０６號,7,7514306,4,7,A,高雄市苓雅區林德里9鄰五權街106號,林德里,180292.774,2502512.867
偉倫小兒科診所,高雄市,高雄市三民區鼎山街２５６號１樓,7,3800333,4,7,A,高雄市三民區灣愛里27鄰鼎山街256號,灣愛里,180293.31,2506757.257
聖青診所,高雄市,高雄市前鎮區草衙一路１１２號,7,8310970,4,7,A,高雄市前鎮區明禮里10鄰草衙一路112號,明禮里,180308.133,2498402.751
陳豊源耳鼻喉科診所,高雄市,高雄市三民區建工路６４８號,7,3870120,4,7,A,高雄市三民區灣中里17鄰建工路648號,灣中里,180309.609,2505588.953
邱建皓耳鼻喉科診所,高雄市,高雄市三民區灣成里鼎山街３６５號１樓,7,3909099,4,7,A,高雄市三民區灣成里4鄰鼎山街365號,灣成里,180323.068,2506536.247
徐樹本小兒科診所,高雄市,高雄市三民區建興路３７３號,7,3867833,4,7,A,高雄市三民區正興里15鄰建興路373號,正興里,180331.408,2505330.946
張鳳池婦產科診所,臺南市,臺南市新營區中營里中山路１１２號,6,6358556,4,7,A,臺南市新營區中營里3鄰中山路112號,中營里,180334.149,2578272.129
吳耳鼻喉科診所,高雄市,高雄市苓雅區和平二路４１１號,7,7230175,4,7,A,高雄市苓雅區林華里7鄰和平二路411號,林華里,180342.274,2502126.856
前聖骨科診所,高雄市,高雄市前鎮區草衙一路４６號．４６–１號,7,8125609,4,7,A,高雄市前鎮區明禮里2鄰草衙一路46號,明禮里,180350.334,2498256.748
大家診所,高雄市,高雄市前鎮區草衙二路４３０號,7,8117772,4,7,A,高雄市前鎮區明正里3鄰草衙二路430號,明正里,180352.291,2497856.026
高雄榮民總醫院,高雄市,高雄市左營區大中一路３８６號,7,3422121,1,1,A,高雄市左營區福山里19鄰大中一路386號,福山里,180357.98,2508753.115
陳文隆小兒內科診所,高雄市,高雄市三民區灣勝里新民路１４３號,7,3832058,4,7,A,高雄市三民區灣勝里19鄰新民路143號,灣勝里,180365.018,2506004.964
宏昇診所,高雄市,高雄市前鎮區草衙二路４７０號１樓,7,8112522,4,7,A,高雄市前鎮區明正里7鄰草衙二路470號,明正里,180385.602,2497943.234
葉旭謨骨科診所,高雄市,高雄市三民區建工路６２０號１，２Ｆ,7,3866160,4,7,A,高雄市三民區灣華里1鄰建工路620號,灣華里,180386.415,2505610.953
施宗賢皮膚科診所,高雄市,高雄市三民區建工路６１８號１－２樓,7,3829996,4,7,A,高雄市三民區灣華里1鄰建工路618號,灣華里,180390.815,2505612.953
大順博愛眼科診所,高雄市,高雄市三民區大順二路６５７號１樓及夾層,7,3925777,4,7,A,高雄市三民區灣華里13鄰大順二路657號,灣華里,180398.51,2505738.95
黃婦產科診所,臺南市,臺南市新營區中營里中山路８０號,6,6328657,4,7,A,臺南市新營區中營里3鄰中山路80號,中營里,180402.66,2578302.81
江金旺眼科診所,臺南市,臺南市新營區中營里中山路７６號,6,6354866,4,7,A,臺南市新營區中營里3鄰中山路76號,中營里,180411.85,2578307.21
建安診所,高雄市,高雄市三民區大順二路６４９號１－２樓,7,3860999,4,7,A,高雄市三民區灣華里13鄰大順二路649號,灣華里,180413.109,2505729.95
張外科診所,臺南市,臺南市新營區興業里中山路１０１號,6,6323471,4,7,A,臺南市新營區興業里4鄰中山路101號,興業里,180429.37,2578292.72
黃志維耳鼻喉科診所,高雄市,高雄市三民區建工路６０８號１樓,7,3947605,4,7,A,高雄市三民區灣華里1鄰建工路608號,灣華里,180434.353,2505627.773
晶明診所,臺南市,臺南市新營區民治路８號之８,6,6320588,4,7,A,臺南市新營區王公里6鄰民治路8之8號,王公里,180439.299,2578899.66
允誠內科診所,臺南市,臺南市新營區大宏里三民路３７－１號,6,6336277,4,7,A,臺南市新營區大宏里20鄰三民路37號之1,大宏里,180442.989,2578476.48
施凱元診所,高雄市,高雄市三民區建興路３０５號１樓,7,3927999,4,7,A,高雄市三民區寶龍里23鄰建興路305號,寶龍里,180446.116,2505222.941
佑馨診所,臺南市,臺南市新營區中營里中山路５６－３號１樓,6,6321037,4,7,A,臺南市新營區中營里3鄰中山路56之3號,中營里,180478.04,2578365.649
高雄市立民生醫院,高雄市,高雄市苓雅區凱旋二路１３４號,7,7511131,3,1,A,高雄市苓雅區奏捷里16鄰凱旋二路134號,奏捷里,180484.238,2503082.169
